Frequency (GHz),xn1_sq,xn2_sq,xn1_xn2_conj
1.792,4.002414442286934e-21,-5.388584958701638e-18,(3.312011012969445e-20-8.55563561319948e-21j)
1.793,4.002164197518617e-21,-5.3800610218112816e-18,(1.2837740717524832e-21+1.3833482854933587e-20j)
1.794,4.002235905004539e-21,-5.386437779597942e-18,(-1.6197784494258427e-20-1.0284109363805802e-20j)
1.795,4.002484490247034e-21,-5.390763060996624e-18,(-8.213184513452357e-21-3.575766720793479e-20j)
1.796,4.002370346436112e-21,-5.385872209907516e-18,(-3.015813464527608e-21-1.476996325860028e-20j)
1.797,4.002449963318867e-21,-5.38911109740351e-18,(5.482079675728022e-22+1.6944618326477883e-20j)
1.798,4.0024589108147955e-21,-5.395433475914286e-18,(2.2460673556478104e-20-7.853941766850809e-21j)
1.799,4.002948481274255e-21,-5.389372194287891e-18,(3.9359462432799897e-20-4.0871226490027097e-20j)
1.8,4.003016433451567e-21,-5.390319175611703e-18,(-1.4104561396795894e-21-3.4130292270130516e-20j)
1.801,4.003001991701193e-21,-5.385260618844645e-18,(-4.3658098116928696e-21-4.033056598250936e-20j)
1.802,4.0030626151802984e-21,-5.395382296885854e-18,(2.1423302296313485e-21-3.9734414702043975e-20j)
1.803,4.0030499594967036e-21,-5.3937649495743645e-18,(3.130225328880129e-21-4.7806467677332367e-20j)
1.804,4.0030741933659015e-21,-5.393868718467715e-18,(-3.1590300223885167e-21-4.3517704148836365e-20j)
1.805,4.003050113718749e-21,-5.395990784112927e-18,(3.349597752044462e-22-4.3280467910298975e-20j)
1.806,4.00304194110564e-21,-5.397158438203814e-18,(2.9621766240224617e-21-5.559395273497266e-20j)
1.807,4.003000692108692e-21,-5.398980033398962e-18,(4.406543382050307e-21-3.909529610025992e-20j)
1.808,4.003225963111581e-21,-5.395110756862898e-18,(8.312553541279489e-22-3.43636745766609e-20j)
1.809,4.003260458335719e-21,-5.401641651291767e-18,(-4.270396744184752e-21-2.914473443107209e-20j)
1.81,4.003478148614066e-21,-5.401548154060702e-18,(6.327787142566331e-21-3.6766915752292816e-20j)
1.811,4.003444016310785e-21,-5.405812217181592e-18,(-1.2530035815158282e-20-4.832288922023878e-20j)
1.812,4.0032776148235e-21,-5.40238116719129e-18,(3.0864882534690336e-21-3.3854260030851654e-20j)
1.813,4.003176355504036e-21,-5.405161160057384e-18,(-6.953590377694819e-22-2.8476063527260746e-20j)
1.814,4.0033840521527214e-21,-5.4058025060751254e-18,(8.872145931990942e-21-3.7202774730225786e-20j)
1.815,4.003134619419491e-21,-5.405574943121699e-18,(-1.3459812392655031e-21-3.740432092197502e-20j)
1.816,4.003251548091993e-21,-5.409356151050367e-18,(2.9999198243137244e-20-3.115598424957503e-20j)
1.817,4.003155151678431e-21,-5.410693744161803e-18,(2.203569859532913e-20+3.1365928063898944e-21j)
1.818,4.003237540517642e-21,-5.411928785622617e-18,(1.1951164934273862e-20+6.83838217870103e-21j)
1.819,4.0026509705737485e-21,-5.409323172244962e-18,(-2.1596862449091196e-20-2.0676601713222938e-20j)
1.82,4.002643000656942e-21,-5.410351668742524e-18,(-6.974747779334044e-21-3.829917350463107e-20j)
1.821,4.002712541680098e-21,-5.412578194576598e-18,(-4.847382999228267e-21-3.677208502861494e-20j)
1.822,4.003072025258846e-21,-5.414364017671471e-18,(-1.0743629034750783e-20-4.3966121369131463e-20j)
1.823,4.002561179303836e-21,-5.412946258085955e-18,(-2.092444961470642e-20-3.9793142670518867e-20j)
1.824,4.0026240746463626e-21,-5.416818233580389e-18,(5.38694846899301e-22-3.1292623388697963e-20j)
1.825,4.002224132578097e-21,-5.4153491052844594e-18,(4.566183488207548e-21-2.7627265418452347e-20j)
1.826,4.0020119823445204e-21,-5.409200142803925e-18,(-1.253000954005998e-20-7.637253897482492e-21j)
1.827,4.001883250054323e-21,-5.419931419345701e-18,(6.754883909551994e-21+1.5907731072172106e-20j)
1.828,4.001617617846902e-21,-5.425749304058417e-18,(1.2093658488282001e-20-9.874096590059385e-21j)
1.829,4.001358042507299e-21,-5.42055456614253e-18,(3.775901451882024e-20-3.7805021291210526e-20j)
1.83,4.001320405703185e-21,-5.417377112235836e-18,(8.16633950366812e-22-4.4797183321246215e-20j)
1.831,4.0011835583451404e-21,-5.426114729187383e-18,(1.679531572966193e-22-4.132694538541946e-20j)
1.832,4.001194657387657e-21,-5.4308327894648586e-18,(1.002132406531904e-20-2.443255334466577e-20j)
1.833,4.00034836940629e-21,-5.426324677182847e-18,(8.390736050721356e-21-2.3453159987826138e-20j)
1.834,4.0000608808509414e-21,-5.428099317287539e-18,(-4.841689559913156e-21-4.380751156496586e-20j)
1.835,4.000191019188931e-21,-5.429833483983756e-18,(3.690910547247189e-21-3.222573396002538e-20j)
1.836,3.999684831948452e-21,-5.425255687365126e-18,(-7.16025289265525e-21-3.853094443334575e-20j)
1.837,3.999589280125479e-21,-5.438061212111413e-18,(-7.97235628488895e-21-4.0978781870177496e-20j)
1.838,3.999413739440292e-21,-5.4324825808621866e-18,(1.4764441736544175e-20-3.322195939530926e-20j)
1.839,3.99882285928728e-21,-5.434393473303012e-18,(4.018742835741031e-22-3.667061699005729e-20j)
1.84,3.9981254038033106e-21,-5.433797689149412e-18,(-2.701400533407425e-21-3.5648807618755334e-20j)
1.841,3.997837291878899e-21,-5.428230983115663e-18,(-1.5908294527017174e-20-4.339637631220977e-20j)
1.842,3.9972469079786e-21,-5.4361992740588066e-18,(-2.5751132044856855e-21-3.1718840923173733e-20j)
1.843,3.997031367250471e-21,-5.438464905500815e-18,(7.970415526793539e-21-2.6606933227805486e-20j)
1.844,3.996711594992458e-21,-5.438103498374611e-18,(1.3450224656495551e-21-3.3058741573398093e-20j)
1.845,3.996612805465254e-21,-5.442138326174082e-18,(3.2259351504610195e-21-3.9783658937605634e-20j)
1.846,3.995927015878948e-21,-5.440124606422978e-18,(3.1882326751159086e-20-2.089372183138968e-20j)
1.847,3.995707846957319e-21,-5.4454705519844104e-18,(3.6558600963967616e-20+3.003384892032491e-21j)
1.848,3.995059955430188e-21,-5.4431887115669834e-18,(1.7130391371443605e-20+1.0640010749392866e-20j)
1.849,3.994374821644159e-21,-5.445489928934421e-18,(-2.3578379684683327e-20-3.668143571717168e-21j)
1.85,3.994295290319284e-21,-5.446032667433254e-18,(-1.9185119798946015e-21-3.427307709273945e-20j)
1.851,3.99310174542757e-21,-5.453917403258065e-18,(-1.7154600309685986e-21-3.616503189129684e-20j)
1.852,3.993123242304932e-21,-5.453640536923126e-18,(1.3561442319006503e-20-2.74412649402797e-20j)
1.853,3.9924953334564444e-21,-5.455834367806975e-18,(-1.0091706651563157e-22-3.820425460938582e-20j)
1.854,3.992316660570394e-21,-5.45534164629343e-18,(1.0325092957839714e-20-4.3232980353512993e-20j)
1.855,3.9915983199765185e-21,-5.455859225626589e-18,(1.243814135753821e-20-3.1972909488963645e-20j)
1.856,3.991067765480699e-21,-5.4576117185930455e-18,(-4.2292723257481746e-21-1.4796053635809555e-20j)
1.857,3.98982658459022e-21,-5.460470706254809e-18,(-1.4410390919180073e-21-6.782111640968041e-21j)
1.858,3.990351090832039e-21,-5.4569296121886256e-18,(3.3825679270623456e-20+6.482638408371228e-21j)
1.859,3.989091847234462e-21,-5.46838508133279e-18,(1.971905233028078e-20-3.65919071384607e-20j)
1.86,3.989373956935692e-21,-5.466576208706866e-18,(-6.0862468420142086e-21-4.029281620008051e-20j)
1.861,3.9880569948492785e-21,-5.466563499260284e-18,(4.729008369916758e-21-4.3855177482466297e-20j)
1.862,3.9874530015148664e-21,-5.472840927899743e-18,(5.9659034678459354e-21-2.7839003658349754e-20j)
1.863,3.986989127294459e-21,-5.47273751544172e-18,(1.9340327360692e-22-3.79996883116108e-20j)
1.864,3.986129960114522e-21,-5.463372108474924e-18,(1.992889001099252e-20-3.1947493096924e-20j)
1.865,3.985651873439928e-21,-5.471640221497628e-18,(5.3401697605059725e-21-2.2604092605141872e-20j)
1.866,3.985202847497951e-21,-5.4723821247747485e-18,(-6.044632783486628e-21-2.992240329467203e-20j)
1.867,3.984846798275018e-21,-5.473087128407727e-18,(2.0974518741855032e-21-2.2054292600530963e-20j)
1.868,3.9839692412288264e-21,-5.478929201747191e-18,(3.248386095719418e-21-4.7002562879154255e-20j)
1.869,3.984079330830739e-21,-5.481253303361709e-18,(3.1607145558000702e-21-2.733184976303896e-20j)
1.87,3.983320121367065e-21,-5.4758251482519764e-18,(-1.9058101725942895e-21-3.981025659155661e-20j)
1.871,3.982006509326384e-21,-5.486227733792375e-18,(5.7042229152773124e-21-3.5270299548676736e-20j)
1.872,3.981888144838295e-21,-5.476843243564068e-18,(-3.3237143154636883e-21-3.834962662153188e-20j)
1.873,3.980997580331354e-21,-5.48311922112112e-18,(-1.1335920171163606e-22-2.774269748115324e-20j)
1.874,3.980742513730817e-21,-5.484937516345709e-18,(-5.3791926615343986e-21-2.799001697643881e-20j)
1.875,3.979865150218229e-21,-5.492145761739297e-18,(1.748149463377009e-21-1.8892677486550326e-20j)
1.876,3.979383335163871e-21,-5.482966213000438e-18,(2.733078697238098e-20-2.662311611082275e-20j)
1.877,3.978344542294571e-21,-5.491314359902823e-18,(1.4119128268075756e-20-4.276576662948984e-21j)
1.878,3.978047342318367e-21,-5.4958577185934794e-18,(2.9334254022096577e-21+4.055394950595882e-21j)
1.879,3.976928035831035e-21,-5.497821780681169e-18,(-6.232068904428287e-21-1.0066250038550269e-20j)
1.88,3.9755950780043384e-21,-5.497138337538414e-18,(1.0062334771824313e-20-3.1156724387091736e-20j)
1.881,3.974543722609684e-21,-5.497709286280258e-18,(-5.17674136056575e-21-1.1085509339150372e-20j)
1.882,3.97391876009697e-21,-5.498008594948644e-18,(9.649478813048348e-21+4.863539233739364e-21j)
1.883,3.9736637497881485e-21,-5.501337125386585e-18,(3.328307652002196e-20-9.790935519251112e-21j)
1.884,3.973120441312631e-21,-5.500577356087403e-18,(2.757263050349766e-20-1.9993968194249915e-20j)
1.885,3.972293721423884e-21,-5.498583805064343e-18,(4.4515199937705595e-21-4.0892906055525986e-20j)
1.886,3.971515855958544e-21,-5.5057527584479045e-18,(-1.1668050530805828e-20-4.4617401324168125e-20j)
1.887,3.969864462022479e-21,-5.5036499063481366e-18,(6.471172014674589e-21-4.015753198775353e-20j)
1.888,3.969445261768899e-21,-5.507928734873151e-18,(1.426468749259165e-20-2.951162780765168e-20j)
1.889,3.968254965780306e-21,-5.506485371839614e-18,(-7.61686267161325e-22-5.212327389511659e-20j)
1.89,3.9680631713703496e-21,-5.512169929429551e-18,(8.224512878520151e-21-4.007043998389058e-20j)
1.891,3.9665755949904485e-21,-5.516821616557615e-18,(2.7248212717093926e-20-3.4165513076722813e-20j)
1.892,3.9658484705671434e-21,-5.516738066653462e-18,(2.4132360972583277e-20-9.398626424137181e-21j)
1.893,3.9651117744482186e-21,-5.520026165556814e-18,(1.947885589083776e-21+1.1384934140626655e-20j)
1.894,3.964017378013879e-21,-5.519082969259872e-18,(-2.336685993433886e-20-7.691306671378655e-21j)
1.895,3.962963978153522e-21,-5.517652524740005e-18,(1.815122118415476e-21-2.5470622186137574e-20j)
1.896,3.961368150553248e-21,-5.5262845191941355e-18,(7.37896901104234e-21-3.9637328142270016e-20j)
1.897,3.961581521452173e-21,-5.527568198208062e-18,(4.4023163508240496e-21-3.178687591753279e-20j)
1.898,3.960452784329837e-21,-5.530732590313266e-18,(1.0398766372860189e-20-3.810257218924485e-20j)
1.899,3.9587992871498915e-21,-5.5300611474532696e-18,(1.2222786554970726e-20-4.1479695282732345e-20j)
1.9,3.958674214589497e-21,-5.531983935650063e-18,(4.9647186628505e-21-4.29417064847428e-20j)
1.901,3.957328068480857e-21,-5.532294991800852e-18,(-1.696101433316084e-20-7.229549224572274e-21j)
1.902,3.955677758213457e-21,-5.536996547120719e-18,(-8.333301167478577e-21+8.361788895185593e-21j)
1.903,3.955582091093832e-21,-5.539878945403152e-18,(3.2818011651354007e-20-9.921138006774136e-22j)
1.904,3.953853347875647e-21,-5.5360732019175825e-18,(3.7620437279913547e-20-2.492910056839209e-20j)
1.905,3.9537057453979666e-21,-5.543090832236868e-18,(5.86190103629546e-21-3.413247029287954e-20j)
1.906,3.951740574361624e-21,-5.541613381920114e-18,(9.482879264334418e-21-3.961299074474989e-20j)
1.907,3.95094202439851e-21,-5.552348090718609e-18,(1.1519115498571502e-20-3.734075681766973e-20j)
1.908,3.949364335885425e-21,-5.549238385886656e-18,(8.73087149242363e-21-2.551975961862395e-20j)
1.909,3.948087582372448e-21,-5.550787558880011e-18,(-1.2997240274141066e-21-4.4502635024138786e-20j)
1.91,3.9470942074975965e-21,-5.557512610996964e-18,(-3.093270666933796e-22-4.183949615434021e-20j)
1.911,3.946206831335018e-21,-5.563543552355973e-18,(2.999337358355435e-20-2.85833159231391e-20j)
1.912,3.9449769320996516e-21,-5.559628087964478e-18,(2.875515332420182e-20-6.156699479434714e-22j)
1.913,3.9434813253341944e-21,-5.565441187777994e-18,(7.817744677429136e-21+1.956223573053564e-20j)
1.914,3.942282416832321e-21,-5.563156245195367e-18,(-1.42668971690866e-20-8.550253614459977e-21j)
1.915,3.940908428424713e-21,-5.569885931774098e-18,(1.167384523291537e-20-4.159197272639913e-20j)
1.916,3.939544213370819e-21,-5.569839072491919e-18,(-6.677906189621432e-21-1.089199087810544e-20j)
1.917,3.937470617217409e-21,-5.570824613264308e-18,(7.454957917684943e-21+1.4769970823824916e-20j)
1.918,3.937136558170538e-21,-5.567827610589225e-18,(3.307556957356985e-20-1.0085031747295165e-22j)
1.919,3.9359525567247975e-21,-5.572069753551245e-18,(3.720893996199106e-20-3.4978710616110946e-20j)
1.92,3.934588205422334e-21,-5.573340633967271e-18,(9.184380829817863e-21-3.641730865511871e-20j)
1.921,3.932509695394185e-21,-5.582535890762408e-18,(3.260963576525301e-20-3.134181573543883e-20j)
1.922,3.931252878026181e-21,-5.582590484363848e-18,(3.3286037400865736e-20+1.750324022865017e-21j)
1.923,3.929927986541042e-21,-5.580620904295218e-18,(-1.4094125833365146e-21+1.7404432452727895e-20j)
1.924,3.9293421394135044e-21,-5.587386868585957e-18,(-1.9802275207371894e-20-1.39529659457853e-20j)
1.925,3.928099939240362e-21,-5.5884889421219e-18,(1.422210290995619e-20-3.7908726543007785e-20j)
1.926,3.925552287656191e-21,-5.587434883280351e-18,(1.3791633328772255e-20-3.982128758173151e-20j)
1.927,3.9250728820479936e-21,-5.5897080488789375e-18,(6.7038308661895845e-21-3.1424308733780776e-20j)
1.928,3.922986782525608e-21,-5.591696841828943e-18,(6.0489712458586974e-21-4.418741103180316e-20j)
1.929,3.9213601668346574e-21,-5.594651188420962e-18,(3.897105497943808e-21-3.443505034519853e-20j)
1.93,3.920323914399346e-21,-5.592611736268928e-18,(1.2542612457552405e-20-3.796351332004537e-20j)
1.931,3.918144491767278e-21,-5.596891098834222e-18,(9.174411443742637e-21-2.994068519198895e-20j)
1.932,3.91736882226728e-21,-5.6064714265312325e-18,(2.650363538566277e-21-4.8047157558610474e-20j)
1.933,3.915622903124221e-21,-5.610658773299773e-18,(7.986556860765732e-21-3.3550460874557797e-20j)
1.934,3.914757590041898e-21,-5.6079283392922934e-18,(1.422848554412424e-20-3.718159741406833e-20j)
1.935,3.913311474331025e-21,-5.611842649499307e-18,(1.0819570740314938e-20-4.080244355406928e-20j)
1.936,3.9114358016314936e-21,-5.608145520236532e-18,(-9.949264844587171e-21-1.6120461321024367e-20j)
1.937,3.9102975311608355e-21,-5.609554053996291e-18,(-2.3144843209457716e-21+6.637304317125828e-21j)
1.938,3.9084272504260854e-21,-5.612984495273232e-18,(2.2412483621208464e-20+3.1051196777430092e-21j)
1.939,3.907116456246492e-21,-5.618313005483407e-18,(3.849423631752964e-20-2.2042614279863417e-20j)
1.94,3.905843620298743e-21,-5.618291813062278e-18,(8.730292583561205e-21-4.148982901915378e-20j)
1.941,3.903216911291263e-21,-5.621457706193204e-18,(1.5939379917561884e-20-4.8182948289654955e-20j)
1.942,3.902284697436137e-21,-5.624718551292152e-18,(1.4571904110078504e-20-4.376299514811799e-20j)
1.943,3.90031794063709e-21,-5.6295531747463395e-18,(8.30781350153052e-21-4.584284443070611e-20j)
1.944,3.900265092610287e-21,-5.6317531215289915e-18,(1.7253271893227633e-20-3.0096099879303085e-20j)
1.945,3.89741252021299e-21,-5.6281719375881544e-18,(2.2935538237119976e-20-3.601966397880131e-20j)
1.946,3.895559837753649e-21,-5.633845554304632e-18,(4.0133677452910816e-20-2.0054420401505964e-20j)
1.947,3.8949397757114316e-21,-5.638434234273321e-18,(3.8452824139612485e-20+1.1944048537395468e-20j)
1.948,3.8936057102084824e-21,-5.637827348938053e-18,(1.1445079123448172e-20+1.5333632646969766e-20j)
1.949,3.891607659134518e-21,-5.642950696465591e-18,(-1.330143658835431e-20-2.1659845020550296e-20j)
1.95,3.8904997713282295e-21,-5.64087727989527e-18,(1.825903549603969e-20-4.4844105500698244e-20j)
1.951,3.887754483274065e-21,-5.653229897145646e-18,(6.3997563374701476e-21-2.5083315554463088e-20j)
1.952,3.88731170397185e-21,-5.649546573910387e-18,(-7.01616902578774e-21+8.249255799515938e-21j)
1.953,3.8857410520127355e-21,-5.641133997136611e-18,(2.2564098351928206e-20+1.5184924575577e-20j)
1.954,3.883790835973428e-21,-5.649416906337325e-18,(3.9129705264646444e-20-2.4599660514379377e-20j)
1.955,3.881154954698204e-21,-5.648256250352504e-18,(5.3717558572640216e-21-4.9435632238366213e-20j)
1.956,3.8796184563220735e-21,-5.650062039042087e-18,(4.3142986654139e-20-2.4644296700069737e-20j)
1.957,3.880660962333718e-21,-5.6565559930069256e-18,(4.1730945249574385e-20+2.0845660704409956e-20j)
1.958,3.877455373830334e-21,-5.659356152863596e-18,(2.157353194194929e-21+1.672378210583772e-20j)
1.959,3.8763966270688105e-21,-5.665631234879753e-18,(-1.3418795478270205e-20-2.1926776486299765e-20j)
1.96,3.875276492080436e-21,-5.661264386386772e-18,(2.112955045998001e-20-5.120729000128771e-20j)
1.961,3.8748693704552924e-21,-5.6690233166872805e-18,(1.5702235441245113e-20-4.615297735226279e-20j)
1.962,3.870680229415895e-21,-5.667707225169912e-18,(1.5747164542964647e-20-4.56424014415893e-20j)
1.963,3.869457594543458e-21,-5.661861197897466e-18,(2.3088431069620017e-20-4.943600206701232e-20j)
1.964,3.869569201349024e-21,-5.6693104635962854e-18,(1.5922089660049535e-20-3.908449861080332e-20j)
1.965,3.868663494300166e-21,-5.666896561277625e-18,(3.4610689973567666e-20-2.5663564249958645e-20j)
1.966,3.866664360145091e-21,-5.6725570588660244e-18,(-1.4051537142363112e-20-1.1525607469946887e-20j)
1.967,3.864204561066311e-21,-5.680953484778183e-18,(-2.762496746390931e-21-4.977736220281755e-22j)
1.968,3.8644990409178505e-21,-5.6748842785633855e-18,(3.5473950188466445e-20+1.1306883416627306e-20j)
1.969,3.861865786050401e-21,-5.677407467153032e-18,(3.9279704012969484e-20-2.4491167385566274e-20j)
1.97,3.8605118587769504e-21,-5.676368184094759e-18,(1.9527471540489258e-20-5.302535706679297e-20j)
1.971,3.859869404523638e-21,-5.685955961636153e-18,(2.7498673006523176e-20-5.269899644346678e-20j)
1.972,3.8591885755270845e-21,-5.684083432607862e-18,(3.273951642439735e-20-3.8492034631211786e-20j)
1.973,3.858042470483523e-21,-5.689804649280816e-18,(8.143385361950948e-21-4.2840098859822487e-20j)
1.974,3.854499052841468e-21,-5.692606274985622e-18,(1.677050667876684e-20-3.833329471375592e-20j)
1.975,3.853689229912796e-21,-5.686049772050698e-18,(2.191671541348329e-20-3.6970124503657835e-20j)
1.976,3.8543672476445006e-21,-5.6828586805824795e-18,(5.2502527398112355e-20-1.9033485387230508e-20j)
1.977,3.8513655508341e-21,-5.691761712772472e-18,(3.719343679906616e-20+1.8966910071535702e-20j)
1.978,3.849490800819314e-21,-5.7008889412839914e-18,(2.781974482089538e-21+1.362854632895592e-20j)
1.979,3.849324302782762e-21,-5.69234630861318e-18,(-1.0026550908211927e-20-3.1998534194896576e-20j)
1.98,3.849545433986813e-21,-5.701476960026948e-18,(2.0063186668879337e-20-3.923193531665277e-20j)
1.981,3.846763401905698e-21,-5.693383473282504e-18,(1.7729423144141967e-20-3.9886901173802084e-20j)
1.982,3.8463462116842324e-21,-5.7046823674677774e-18,(2.0608886509575412e-20-3.704207656290665e-20j)
1.983,3.843179223905238e-21,-5.698299754410889e-18,(2.6516204283897625e-20-4.056794625033168e-20j)
1.984,3.845346027659808e-21,-5.699236535238755e-18,(1.945590405767418e-20-3.707862168979701e-20j)
1.985,3.842408083874343e-21,-5.6950309396922976e-18,(1.5019731493539164e-20-5.200188943487169e-20j)
1.986,3.840990885629538e-21,-5.700020933172017e-18,(-1.505489004569688e-20-8.289912474067591e-21j)
1.987,3.83972569266945e-21,-5.700983113553699e-18,(-1.13324369599185e-20+1.1014615950594436e-20j)
1.988,3.838440455993005e-21,-5.697941533322034e-18,(2.440003288896074e-20+2.2341616674727768e-20j)
1.989,3.839278703591151e-21,-5.712058616949554e-18,(4.366593875630087e-20-1.2111250687257117e-20j)
1.99,3.839210307009371e-21,-5.710200741035938e-18,(2.5729437410960554e-20-4.7493883184930935e-20j)
1.991,,,
1.992,,,
1.993,,,
1.994,,,
1.995,,,
1.996,,,
1.997,,,
1.998,,,
1.999,,,
2.0,3.828559975356179e-21,-5.715797687692014e-18,(2.877566577573174e-20-3.410499380239718e-20j)
